dim_distribution_id,distribution_id,dim_country_id,dim_source_id,distribution_channel_code,distribution_channel_name,local_sales_channel_1,local_sales_channel_2,distribution_point,commission_percentage,kick_back_percentage,distribution_owner,distribution_logic,distribution_logic_priority,channel_type_code,channel_type_name,is_distribution_owned_by_stage,discount_percentage,providing_customer_data_code,providing_customer_data_name
7411,7411,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Prepago,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr >50 Agencias 13%',10,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7412,7412,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr >50 Agencias 13%' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7413,7413,1,1,CC,CALL CENTER,10- Tourism Groups,Ibermundo Grupos,Ibermundo,0,0,Ibermundo,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr >50 Agencias 13%' AND SourceCampaignCode='IB',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7414,7414,1,1,CC,CALL CENTER,10- Tourism Groups,Mixentradas Grupos,MixEntradas,0,0,MixEntradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr >50 Agencias 13%' AND SourceCampaignCode='PE',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7415,7415,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Prepago,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Agencias 6%',10,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7416,7416,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Agencias 6%' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7417,7417,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,AA.VV,0,0,Eventim,"WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Agencias 6%' AND SourceCampaignCode in ('GR','_N/A')",1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7418,7418,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,"WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Agencias 6%' AND SourceCampaignCode='GR,PR'",1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7419,7419,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Agencias 8%' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7420,7420,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Promoentrada',10,B2B,Reseller,0,0.1,0,Customer Data NOT Provided
7421,7421,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>10 Promoentrada' AND SourceCampaignCode='PR',1,B2B,Reseller,0,0.1,0,Customer Data NOT Provided
7422,7422,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>15 Agencias 6%' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7423,7423,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Prepago,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>15 Agencias 6%' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7424,7424,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>15 Promentrada' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0.1,0,Customer Data NOT Provided
7425,7425,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>15 Promentrada' AND SourceCampaignCode='PR',1,B2B,Reseller,0,0.1,0,Customer Data NOT Provided
7426,7426,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Prepago,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>50 Agencias 6%',10,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7427,7427,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>50 Agencias 6%' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7428,7428,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Prepago,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Gr>50 Agencias 6%' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0.06,0,Customer Data NOT Provided
7429,7429,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupo Silla de ruedas',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7430,7430,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupo Silla de ruedas' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7431,7431,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupo Silla de ruedas' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7432,7432,1,1,CC,CALL CENTER,04- groups,MyEntrada Grupos,MyEntrada,0,0,MyEntrada,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupo Silla de ruedas' AND SourceCampaignCode='MY',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7433,7433,1,1,CC,CALL CENTER,10- Tourism Groups,Mixentradas Grupos,MixEntradas,0,0,MixEntradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupo Silla de ruedas' AND SourceCampaignCode='PE',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7434,7434,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7435,7435,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7436,7436,1,1,CC,CALL CENTER,04- groups,MyEntrada Grupos,MyEntrada,0,0,MyEntrada,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos' AND SourceCampaignCode='MY',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7437,7437,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos PVP' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7438,7438,1,1,CC,CALL CENTER,04- groups,MyEntrada Grupos,MyEntrada,0,0,MyEntrada,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos PVP' AND SourceCampaignCode='MY',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7439,7439,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>10',10,B2B,Reseller,0,0.15,0,Customer Data NOT Provided
7441,7441,1,1,CC,CALL CENTER,04- groups,MyEntrada Grupos,MyEntrada,0,0,MyEntrada,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>10' AND SourceCampaignCode='MY',1,B2B,Reseller,0,0.15,0,Customer Data NOT Provided
7442,7442,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>15',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7443,7443,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>15' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7445,7445,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,"WHEN SourceClientId='11' AND SourcePriceTypeName IN ('Grupos>50','Grupos>51)'",10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7446,7446,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>50' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0.2,0,Customer Data NOT Provided
7447,7447,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,"WHEN SourceClientId='11' AND SourcePriceTypeName in ('Grupos>50','Grupos>51') AND SourceCampaignCode IN ('GR','_N/A','GR,PM')",1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7448,7448,1,1,CC,CALL CENTER,04- groups,MyEntrada Grupos,MyEntrada,0,0,MyEntrada,"WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>50' AND SourceCampaignCode IN ('MY','MY,PM')",1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7449,7449,1,1,CC,CALL CENTER,10- Tourism Groups,Mixentradas Grupos,MixEntradas,0,0,MixEntradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Grupos>50' AND SourceCampaignCode='PE',1,B2B,Reseller,0,0.2,0,Customer Data NOT Provided
7450,7450,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Last Minute' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7451,7451,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio especial',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7452,7452,1,1,CC,CALL CENTER,10- Tourism Groups,Mixentradas Grupos,MixEntradas,0,0,MixEntradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio Especial 11%' AND SourceCampaignCode='PE',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7453,7453,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio especial' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7454,7454,1,1,CC,CALL CENTER,04- groups,Entradas.com Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio especial' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7455,7455,1,1,CC,CALL CENTER,10- Tourism Groups,Ibermundo Grupos,Ibermundo,0,0,Ibermundo,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio Especial' AND SourceCampaignCode='IB',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7456,7456,1,1,CC,CALL CENTER,04- groups,MyEntrada Grupos,MyEntrada,0,0,MyEntrada,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio especial' AND SourceCampaignCode='MY',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7457,7457,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio Especial' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7458,7458,1,1,CC,CALL CENTER,10- Tourism Groups,Mixentradas Grupos,MixEntradas,0,0,MixEntradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio Especial' AND SourceCampaignCode='PE',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7459,7459,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio especial' AND SourceCampaignCode='PR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7460,7460,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Prepago,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio Grupos ANT' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7461,7461,1,1,CC,CALL CENTER,10- Tourism Groups,WELCOME INCOMING Grupos,Others,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Precio Grupos ANT' AND SourceCampaignCode='WI',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7462,7462,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Promentrada' AND SourceCampaignCode='PR',1,B2B,Reseller,0,0.1,0,Customer Data NOT Provided
7463,7463,1,1,CC,CALL CENTER,04- groups,Promoentradas,Promoentradas,0,0,Promoentradas,WHEN SourceClientId='11' AND SourcePriceTypeName='Promoentrada' AND SourceCampaignCode='GR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7464,7464,1,1,CC,CALL CENTER,10- Tourism Groups,AA.VV. Grupos,AA.VV,0,0,Eventim,WHEN SourceClientId='11' AND SourcePriceTypeName='Reubicación' AND SourceCampaignCode='AV',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7465,7465,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Agencias 8%',10,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7466,7466,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Agencias 8%' AND SourceCampaignCode='HI',1,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7467,7467,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Agencias 8%' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7468,7468,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,"WHEN SourceClientId='12' AND SourcePriceTypeName='Agencias 9,5%'",10,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7469,7469,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,"WHEN SourceClientId='12' AND SourcePriceTypeName='Agencias 9,5%' AND SourceCampaignCode='HI'",1,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7470,7470,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Entrada General',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7471,7471,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Entrada General' AND SourceCampaignCode='VI',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7472,7472,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr >50 Agencias 8%',10,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7473,7473,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr >50 Agencias 8%' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7474,7474,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 Agencias 8%',10,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7475,7475,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 Agencias 8%' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7476,7476,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 HALCON',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7477,7477,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 HALCON' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7478,7478,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 HALCON' AND SourceCampaignCode='HI',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7479,7479,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 VECI',10,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7480,7480,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>10 VECI' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7481,7481,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>15 Agencias 8%' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0.08,0,Customer Data NOT Provided
7482,7482,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>15 HALCON' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7483,7483,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>15 VECI',10,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7484,7484,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>15 VECI' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7485,7485,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>15 VECI' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7486,7486,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>50 HALCON',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7487,7487,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>50 HALCON' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7488,7488,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>50 VECI',10,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7489,7489,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Gr>50 VECI' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7490,7490,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Grupo Silla de ruedas',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7491,7491,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Grupo Silla de ruedas' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7492,7492,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Grupo Silla de ruedas' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7493,7493,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON',10,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7494,7494,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7495,7495,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON' AND SourceCampaignCode='HI',1,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7496,7496,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7497,7497,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON' AND SourceCampaignCode='VI',1,B2B,Reseller,0,0.095,0,Customer Data NOT Provided
7498,7498,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON Paquetes',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7499,7499,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='HALCON Paquetes' AND SourceCampaignCode='HI',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7500,7500,1,1,CC,CALL CENTER,10- Tourism Groups,Grupos Crédito,Others,0,0,Eventim,WHEN SourceClientId='12' AND SourcePriceTypeName='Precio especial',10,B2B,Reseller,0,0,0,Customer Data NOT Provided
7501,7501,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='Precio Especial' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.118,0,Customer Data NOT Provided
7502,7502,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Precio especial' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7503,7503,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='Precio Especial' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7504,7504,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0,0,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Precio Grupos ANT' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7505,7505,1,1,CC,CALL CENTER,10- Tourism Groups,Ociotour Grupos,Ociotour,0.12,0.08,Ociotour,WHEN SourceClientId='12' AND SourcePriceTypeName='Tarifa General' AND SourceCampaignCode='OT',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7506,7506,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='VECI',10,B2B,Reseller,0,0.11,0,Customer Data NOT Provided
7507,7507,1,1,CC,CALL CENTER,10- Tourism Groups,Halcón Grupos,Halcon,0,0,Halcon,WHEN SourceClientId='12' AND SourcePriceTypeName='VECI' AND SourceCampaignCode='HA',1,B2B,Reseller,0,0.11,0,Customer Data NOT Provided
7508,7508,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='VECI' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0.11,0,Customer Data NOT Provided
7509,7509,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='VECI' AND SourceCampaignCode='VI',1,B2B,Reseller,0,0.11,0,Customer Data NOT Provided
7510,7510,1,1,CC,CALL CENTER,10- Tourism Groups,VECI Grupos,VECI,0,0,VECI,WHEN SourceClientId='12' AND SourcePriceTypeName='VECI Paquetes' AND SourceCampaignCode='VE',1,B2B,Reseller,0,0.13,0,Customer Data NOT Provided
7511,7511,1,1,WEB,INTERNET,07- Tourism,Ociotour Individual,Ociotour,0.08,0.08,Ociotour,WHEN SourceClientId='20000' AND SourcePriceTypeName='Entrada General',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7512,7512,1,1,WEB,INTERNET,07- Tourism,Ociotour Individual,Ociotour,0.08,0.08,Ociotour,WHEN SourceClientId='20000' AND SourcePriceTypeName='Entrada Taquilla',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7513,7513,1,1,WEB,INTERNET,07- Tourism,Ociotour Individual,Ociotour,0.12,0.08,Ociotour,WHEN SourceClientId='20000' AND SourcePriceTypeName='Función Priv Ociotour',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7514,7514,1,1,WEB,INTERNET,07- Tourism,Ociotour Individual,Ociotour,0.08,0.08,Ociotour,WHEN SourceClientId='20000' AND SourcePriceTypeName='OCIOTOUR',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7515,7515,1,1,WEB,INTERNET,07- Tourism,Ociotour Individual,Ociotour,0.12,0.08,Ociotour,WHEN SourceClientId='20000' AND SourcePriceTypeName='Tarifa General',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7519,7519,1,1,POS,POINT OF SALE,07- Tourism,Halcon Individuales,Halcon Individuales,0.095,0.08,Halcon,WHEN SourceClientId='22000' AND SourcePriceTypeName='Entrada General',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7520,7520,1,1,WEB,INTERNET,01- internet,COMERESA PRENSA SL,COMERESA PRENSA SL,0,0,Eventim,WHEN SourceClientId='25000' AND SourcePriceTypeName='Entrada General',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
7521,7521,1,1,WEB,INTERNET,07- Tourism,Test Client,Test Client,0,0,Test Client,WHEN SourceClientId='6' AND SourcePriceTypeName='Entrada General',1,B2B,Reseller,0,0,0,Customer Data NOT Provided
